"agency","city","cfo_file","gazette_date","seizure_date","location","offence","police_file","seized_goods","year","version"
"Terrace RCMP","Terrace","R-08051","February 25, 2021","2020-2-20","4600 block of Scott Avenue, Terrace and 3205 Eby Street, Terrace, B.C., Terrace, British Columbia","5(2) (Trafficking) Controlled Drugs and Substances Act of Canada and section 354(1) (Possess property obtained by crime) Criminal Code of Canada and as evidence in respect of an offence (or offences)","AC-09241","4917.65 CAD","2020",2
"Terrace RCMP","Terrace","R-08051","February 25, 2021","2020-2-20","4600 block of Scott Avenue, Terrace and 3205 Eby Street, Terrace, B.C., Terrace, British Columbia","5(2) (Trafficking) Controlled Drugs and Substances Act of Canada and section 354(1) (Possess property obtained by crime) Criminal Code of Canada and as evidence in respect of an offence (or offences)","AC-09241","Seven cell phones","2020",2
"Chilliwack RCMP","Chilliwack","R-08250","February 25, 2021","2020-5-25","46500 block of 1st Ave, Chilliwack, Chilliwack, British Columbia","354(1) (Possess property obtained by crime) Criminal Code of Canada.","AC-09176","7175 CAD","2020",2
"Chilliwack RCMP","Chilliwack","R-08250","February 25, 2021","2020-5-25","46500 block of 1st Ave, Chilliwack, Chilliwack, British Columbia","354(1) (Possess property obtained by crime) Criminal Code of Canada.","AC-09176","4600 CAD","2020",2
"Chilliwack RCMP","Chilliwack","R-08250","February 25, 2021","2020-5-25","46500 block of 1st Ave, Chilliwack, Chilliwack, British Columbia","354(1) (Possess property obtained by crime) Criminal Code of Canada.","AC-09176","12280 CAD","2020",2
"Delta Police Department","Delta","R-08260","February 25, 2021","2018-12-18","86th Avenue and 116th Street, Delta, Delta, British Columbia","354(1) (Possess property obtained by crime) Criminal Code of Canada.","AC-09187","2830 CAD","2018",2
"Mission RCMP","Mission","R-08316","February 25, 2021","2020-2-4","Mershon Street and Glasgow Avenue, Mission, Mission, British Columbia","5(2) (Trafficking) Controlled Drugs and Substances Act of Canada.","AC-09244","3375 CAD","2020",2
"Mission RCMP","Mission","R-08316","February 25, 2021","2020-2-4","Mershon Street and Glasgow Avenue, Mission, Mission, British Columbia","5(2) (Trafficking) Controlled Drugs and Substances Act of Canada.","AC-09244","Five cell phones","2020",2
"Kelowna RCMP","Kelowna","R-08322","February 25, 2021","2019-10-17","3151 Lakeshore Road, Kelowna, Kelowna, British Columbia","5(2) (Trafficking) Controlled Drugs and Substances Act of Canada.","AC-09250","2690 CAD","2019",2
"West Shore RCMP","Langford","R-08345","February 25, 2021","2020-5-28","Treanor Avenue and Millstream Road, Langford, Langford, British Columbia","5(2) (Trafficking) Controlled Drugs and Substances Act of Canada.","AC-09273","6495 CAD","2020",2
"West Shore RCMP","Langford","R-08345","February 25, 2021","2020-5-28","Treanor Avenue and Millstream Road, Langford, Langford, British Columbia","5(2) (Trafficking) Controlled Drugs and Substances Act of Canada.","AC-09273","100 USD","2020",2
"Coquitlam RCMP","Port Coquitlam","R-08346","February 25, 2021","2020-6-1","In alley between Hawthorne Avenue and Welcher Avenue in the 2200 block, Port Coquitlam, Port Coquitlam, British Columbia","5(2) (Trafficking) Controlled Drugs and Substances Act of Canada.","AC-09274","940 CAD","2020",2
"Mission RCMP","Mission","R-08355","February 25, 2021","2020-6-12","Lougheed Highway and Silverdale Avenue, Mission, Mission, British Columbia","5(2) (Trafficking) Controlled Drugs and Substances Act of Canada.","AC-09284","555 CAD","2020",2
"Mission RCMP","Mission","R-08355","February 25, 2021","2020-6-12","Lougheed Highway and Silverdale Avenue, Mission, Mission, British Columbia","5(2) (Trafficking) Controlled Drugs and Substances Act of Canada.","AC-09284","3000 CAD","2020",2
"Mission RCMP","Mission","R-08355","February 25, 2021","2020-6-12","Lougheed Highway and Silverdale Avenue, Mission, Mission, British Columbia","5(2) (Trafficking) Controlled Drugs and Substances Act of Canada.","AC-09284","Motorolcell phone","2020",2
"Mission RCMP","Mission","R-08355","February 25, 2021","2020-6-12","Lougheed Highway and Silverdale Avenue, Mission, Mission, British Columbia","5(2) (Trafficking) Controlled Drugs and Substances Act of Canada.","AC-09284","Samsung cell phone","2020",2
"Mission RCMP","Mission","R-08355","February 25, 2021","2020-6-12","Lougheed Highway and Silverdale Avenue, Mission, Mission, British Columbia","5(2) (Trafficking) Controlled Drugs and Substances Act of Canada.","AC-09284","Cell phone","2020",2
"Vancouver Police Department","Vancouver","R-08366","February 25, 2021","2019-3-10","1200 block of Granville Street, Vancouver, Vancouver, British Columbia","5(2) (Trafficking) Controlled Drugs and Substances Act of Canada.","AC-09295","1115 CAD","2019",2
"Vancouver Police Department","Vancouver","R-08366","February 25, 2021","2017-11-25","Denman Street and Nelson Street, Vancouver, Vancouver, British Columbia","5(2) (Trafficking) Controlled Drugs and Substances Act of Canada.","AC-09300","228.25 CAD","2017",2
"Vancouver Police Department","Vancouver","R-08366","February 25, 2021","2017-11-25","Denman Street and Nelson Street, Vancouver, Vancouver, British Columbia","5(2) (Trafficking) Controlled Drugs and Substances Act of Canada.","AC-09300","1400 CAD","2017",2
"Vancouver Police Department","Vancouver","R-08443","February 25, 2021","2018-10-24","200 block of Abbott Street, Vancouver, Vancouver, British Columbia","5(2) (Trafficking) Controlled Drugs and Substances Act of Canada.","AC-09376","20 USD","2018",2
"Vancouver Police Department","Vancouver","R-08443","February 25, 2021","2018-10-24","200 block of Abbott Street, Vancouver, Vancouver, British Columbia","5(2) (Trafficking) Controlled Drugs and Substances Act of Canada.","AC-09376","6731.35 CAD","2018",2
"RCMP CFSEU","Surrey","R-08484","February 25, 2021","2019-2-26","8000 block of King George Boulevard, Surrey, Surrey, British Columbia","5(2) (Trafficking) Controlled Drugs and Substances Act of Canada.","AC-09423","125 CAD","2019",2
"RCMP CFSEU","Surrey","R-08484","February 25, 2021","2019-2-26","8000 block of King George Boulevard, Surrey, Surrey, British Columbia","5(2) (Trafficking) Controlled Drugs and Substances Act of Canada.","AC-09423","Apple iPhone","2019",2
"RCMP CFSEU","Surrey","R-08484","February 25, 2021","2019-2-26","8000 block of King George Boulevard, Surrey, Surrey, British Columbia","5(2) (Trafficking) Controlled Drugs and Substances Act of Canada.","AC-09423","Nokicell phone","2019",2
"RCMP CFSEU","New Westminster","R-08495","February 25, 2021","2020-5-12","500 block of 9th Street, New Westminster, New Westminster, British Columbia","5(2) (Trafficking) Controlled Drugs and Substances Act of Canada.","AC-09435","476 CAD","2020",2
"RCMP CFSEU","New Westminster","R-08495","February 25, 2021","2020-5-12","500 block of 9th Street, New Westminster, New Westminster, British Columbia","5(2) (Trafficking) Controlled Drugs and Substances Act of Canada.","AC-09435","Cell phone","2020",2
"RCMP CFSEU","Langley","R-08496","February 25, 2021","2020-4-17","206th Street and Douglas Crescent, Langley, Langley, British Columbia","5(2) (Trafficking) Controlled Drugs and Substances Act of Canada.","AC-09436","721.15 CAD","2020",2
"RCMP CFSEU","Kelowna","R-08498","February 25, 2021","2020-8-1","Highway 97 and McCurdy Road, Kelowna, Kelowna, British Columbia","5(2) (Trafficking) Controlled Drugs and Substances Act of Canada.","AC-09439","3110 CAD","2020",2
"RCMP CFSEU","Kelowna","R-08498","February 25, 2021","2020-8-1","Highway 97 and McCurdy Road, Kelowna, Kelowna, British Columbia","5(2) (Trafficking) Controlled Drugs and Substances Act of Canada.","AC-09439","Cell phone","2020",2
"RCMP CFSEU","Maple Ridge","R-08501","February 25, 2021","2020-3-31","Waresley Street and 113th Avenue, Maple Ridge, Maple Ridge, British Columbia","354(1) (Possess property obtained by crime) Criminal Code of Canada.","AC-09442","1000 CAD","2020",2
"RCMP CFSEU","Maple Ridge","R-08501","February 25, 2021","2020-3-31","Waresley Street and 113th Avenue, Maple Ridge, Maple Ridge, British Columbia","354(1) (Possess property obtained by crime) Criminal Code of Canada.","AC-09442","Cell phone","2020",2
"Campbell River RCMP","Campbell River","R-08504","February 25, 2021","2020-7-4","200 block of Birch Street, Campbell River, Campbell River, British Columbia","5(2) (Trafficking) Controlled Drugs and Substances Act of Canada.","AC-09445","2365 CAD","2020",2
"Campbell River RCMP","Campbell River","R-08504","February 25, 2021","2020-7-4","200 block of Birch Street, Campbell River, Campbell River, British Columbia","5(2) (Trafficking) Controlled Drugs and Substances Act of Canada.","AC-09445","Samsung cell phone","2020",2
"Surrey RCMP","Surrey","R-08512","February 25, 2021","2016-7-3","16400 block of 112th Avenue, Surrey, Surrey, British Columbia","5(2) (Trafficking) Controlled Drugs and Substances Act of Canada.","AC-09453","710 CAD","2016",2
"Surrey RCMP","Surrey","R-08513","February 25, 2021","2020-8-5","13400 block of 102nd Ave, Surrey, Surrey, British Columbia","5(2) (Trafficking) Controlled Drugs and Substances Act of Canada.","AC-09454","690 CAD","2020",2
"Kelowna RCMP","Kelowna","R-08556","February 25, 2021","2017-3-28","700 block of K.L.O. Road, Kelowna, Kelowna, British Columbia","5(2) (Trafficking) Controlled Drugs and Substances Act of Canada.","AC-09491","480 CAD","2017",2
"Burnaby RCMP","Burnaby","R-08561","February 25, 2021","2020-8-15","Royal Oak Avenue and Sanders Street, Burnaby, Burnaby, British Columbia","5(1) (Trafficking) Controlled Drugs and Substances Act of Canada.","AC-09496","730 CAD","2020",2
"Coquitlam RCMP","Coquitlam","R-08562","February 25, 2021","2020-4-2","Alderson Avenue and Guilby Street, Coquitlam, Coquitlam, British Columbia","5(2) (Trafficking) Controlled Drugs and Substances Act of Canada.","AC-09497","220.10 CAD","2020",2
"Coquitlam RCMP","Coquitlam","R-08562","February 25, 2021","2020-4-2","Alderson Avenue and Guilby Street, Coquitlam, Coquitlam, British Columbia","5(2) (Trafficking) Controlled Drugs and Substances Act of Canada.","AC-09497","Samsung cell phone","2020",2
"Coquitlam RCMP","Coquitlam","R-08562","February 25, 2021","2020-4-2","Alderson Avenue and Guilby Street, Coquitlam, Coquitlam, British Columbia","5(2) (Trafficking) Controlled Drugs and Substances Act of Canada.","AC-09497","390 CAD","2020",2
"Langley RCMP","Langley","R-08563","February 25, 2021","2019-1-24","20000 block of Fraser Highway, Langley, Langley, British Columbia","5(2) (Trafficking) Controlled Drugs and Substances Act of Canada.","AC-09498","90 CAD","2019",2
"Langley RCMP","Langley","R-08563","February 25, 2021","2019-1-24","20000 block of Fraser Highway, Langley, Langley, British Columbia","5(2) (Trafficking) Controlled Drugs and Substances Act of Canada.","AC-09498","Ten cell phones","2019",2
"Langley RCMP","Langley","R-08568","February 25, 2021","2018-8-12","20100 block of Fraser Highway, Langley, Langley, British Columbia","5(2) (Trafficking) Controlled Drugs and Substances Act of Canada.","AC-09503","880 CAD","2018",2
"Langley RCMP","Langley","R-08568","February 25, 2021","2018-8-12","20100 block of Fraser Highway, Langley, Langley, British Columbia","5(2) (Trafficking) Controlled Drugs and Substances Act of Canada.","AC-09503","ZTE cell phone","2018",2
"Victoria Police Department","Victoria","R-08575","February 25, 2021","2020-7-15","900 block of Pandora Avenue, Victoria, Victoria, British Columbia","5(2) (Trafficking) Controlled Drugs and Substances Act of Canada.","AC-09511","865 CAD","2020",2
"Prince George RCMP","Prince George","R-08599","February 25, 2021","2020-5-24","600 block of Ahbau Street, Prince George, Prince George, British Columbia","5(2) (Trafficking) Controlled Drugs and Substances Act of Canada.","AC-09533","720 CAD","2020",2
"Shawnigan Lake RCMP","Mill Bay","R-08601","February 25, 2021","2020-2-9","800 block of Deloume Road, Mill Bay, Mill Bay, British Columbia","5(2) (Trafficking) Controlled Drugs and Substances Act of Canada.","AC-09535","6.55 CAD","2020",2
"Shawnigan Lake RCMP","Mill Bay","R-08601","February 25, 2021","2020-2-9","800 block of Deloume Road, Mill Bay, Mill Bay, British Columbia","5(2) (Trafficking) Controlled Drugs and Substances Act of Canada.","AC-09535","10 CAD","2020",2
"Shawnigan Lake RCMP","Mill Bay","R-08601","February 25, 2021","2020-2-9","800 block of Deloume Road, Mill Bay, Mill Bay, British Columbia","5(2) (Trafficking) Controlled Drugs and Substances Act of Canada.","AC-09535","660 CAD","2020",2
"Shawnigan Lake RCMP","Mill Bay","R-08601","February 25, 2021","2020-2-9","800 block of Deloume Road, Mill Bay, Mill Bay, British Columbia","5(2) (Trafficking) Controlled Drugs and Substances Act of Canada.","AC-09535","Android cell phone","2020",2
"Shawnigan Lake RCMP","Mill Bay","R-08601","February 25, 2021","2020-2-9","800 block of Deloume Road, Mill Bay, Mill Bay, British Columbia","5(2) (Trafficking) Controlled Drugs and Substances Act of Canada.","AC-09535","Q6 cell phone","2020",2
"Shawnigan Lake RCMP","Mill Bay","R-08601","February 25, 2021","2020-2-9","800 block of Deloume Road, Mill Bay, Mill Bay, British Columbia","5(2) (Trafficking) Controlled Drugs and Substances Act of Canada.","AC-09535","Two LG cell phones","2020",2
"Shawnigan Lake RCMP","Mill Bay","R-08601","February 25, 2021","2020-2-9","800 block of Deloume Road, Mill Bay, Mill Bay, British Columbia","5(2) (Trafficking) Controlled Drugs and Substances Act of Canada.","AC-09535","Samsung cell phone","2020",2
"Shawnigan Lake RCMP","Mill Bay","R-08601","February 25, 2021","2020-2-9","800 block of Deloume Road, Mill Bay, Mill Bay, British Columbia","5(2) (Trafficking) Controlled Drugs and Substances Act of Canada.","AC-09535","Mophie cell phone charger","2020",2
"Mission RCMP","Mission","R-08612","February 25, 2021","2020-5-16","Grand Street and 12th Avenue, Mission, Mission, British Columbia","15 (Sale of cannabis) Cannabis Control and Licensing Act (B.C.).","AC-09544","475 CAD","2020",2
"Mission RCMP","Mission","R-08612","February 25, 2021","2020-5-16","Grand Street and 12th Avenue, Mission, Mission, British Columbia","15 (Sale of cannabis) Cannabis Control and Licensing Act (B.C.).","AC-09544","24.45 CAD","2020",2
"Mission RCMP","Mission","R-08612","February 25, 2021","2020-5-16","Grand Street and 12th Avenue, Mission, Mission, British Columbia","15 (Sale of cannabis) Cannabis Control and Licensing Act (B.C.).","AC-09544","160 CAD","2020",2
"Mission RCMP","Mission","R-08612","February 25, 2021","2020-5-16","Grand Street and 12th Avenue, Mission, Mission, British Columbia","15 (Sale of cannabis) Cannabis Control and Licensing Act (B.C.).","AC-09544","Apple iPhone","2020",2
"RCMP CFSEU","Vancouver","R-08619","February 25, 2021","2020-6-5","900 block of East Hastings Street, Vancouver, Vancouver, British Columbia","5(2) (Trafficking) Controlled Drugs and Substances Act of Canada.","AC-09551","1640 CAD","2020",2
"Duncan RCMP","Duncan","R-08624","February 25, 2021","2019-10-4","5800 block of Chesterfield Avenue, Duncan, Duncan, British Columbia","5(2) (Trafficking) Controlled Drugs and Substances Act of Canada.","AC-09556","1025.10 CAD","2019",2
"Duncan RCMP","Duncan","R-08624","February 25, 2021","2019-10-4","5800 block of Chesterfield Avenue, Duncan, Duncan, British Columbia","5(2) (Trafficking) Controlled Drugs and Substances Act of Canada.","AC-09556","14.30 CAD","2019",2
"Duncan RCMP","Duncan","R-08624","February 25, 2021","2019-10-4","5800 block of Chesterfield Avenue, Duncan, Duncan, British Columbia","5(2) (Trafficking) Controlled Drugs and Substances Act of Canada.","AC-09556","1030 CAD","2019",2
"Duncan RCMP","Duncan","R-08624","February 25, 2021","2019-10-4","5800 block of Chesterfield Avenue, Duncan, Duncan, British Columbia","5(2) (Trafficking) Controlled Drugs and Substances Act of Canada.","AC-09556","454.25 CAD","2019",2
